Creditos;saldo_actual;saldo_vencido;Promedio de limite_credito;Promedio de credito_maximo;Promedio de cantidad_cuotas;Promedio de valor_cuota;coaching_impacto;Comunicaciones_saldo_actual;Comunicaciones_pagos_vencidos;Consumo_saldo_actual;perfil_usuario_Alto;perfil_usuario_Joven;perfil_usuario_Sin registro
1;10166000;12310000.0;0.0;7000000.0;8;10166000.0;0;0.0;0;10166000.0;0;0;0
1;10416000;10416000.0;0.0;7590000.0;60;172000.0;0;0.0;0;10416000.0;0;0;0
1;12942000;0.0;0.0;13265000.0;60;261000.0;0;0.0;0;12942000.0;0;0;1
1;5979000;0.0;0.0;6037000.0;50;168000.0;0;0.0;0;5979000.0;0;0;0
2;268216000;0.0;0.0;145000000.0;148;1780500.0;0;0.0;0;20624000.0;0;0;1
1;5184000;0.0;0.0;5297000.0;48;300000.0;0;0.0;0;5184000.0;0;0;0
2;42608000;1780000.0;0.0;26182500.0;113;511500.0;0;0.0;0;42608000.0;0;0;1
5;37371000;1123000.0;7200000.0;14283500.0;61;234600.0;0;0.0;0;30315000.0;0;0;0
1;7421000;2118000.0;0.0;7421000.0;36;302000.0;0;0.0;0;0.0;0;0;0
1;8715000;0.0;0.0;9656000.0;72;350000.0;0;0.0;0;8715000.0;0;0;1
1;9275000;0.0;0.0;0.0;0;0.0;0;0.0;0;0.0;1;0;0
1;6841000;0.0;0.0;8024000.0;72;175000.0;0;0.0;0;6841000.0;1;0;0
1;8596000;0.0;0.0;10000000.0;36;0.0;0;0.0;0;8596000.0;1;0;0
1;6748000;9467000.0;0.0;4700000.0;4;6748000.0;0;0.0;0;6748000.0;0;0;0
1;4631000;0.0;4700000.0;0.0;3;297000.0;0;0.0;0;0.0;0;0;0
1;10081000;0.0;0.0;10720000.0;108;307000.0;0;0.0;0;0.0;1;0;0
1;31708000;31708000.0;0.0;14718000.0;1;31708000.0;0;0.0;0;31708000.0;0;0;0
2;66529000;0.0;0.0;37500000.0;140;814000.0;0;0.0;0;40492000.0;0;0;0
1;5626000;0.0;0.0;9253000.0;21;530000.0;0;0.0;0;5626000.0;0;0;1
3;210671000;0.0;0.0;70355333.3333333;168;1004000.0;0;0.0;0;0.0;0;0;1
1;4881000;0.0;0.0;6000000.0;24;286000.0;0;0.0;0;4881000.0;0;0;0
1;16686000;0.0;0.0;17000000.0;36;697000.0;0;0.0;0;0.0;1;0;0
1;26397000;0.0;0.0;27175000.0;48;889000.0;0;0.0;0;26397000.0;1;0;0
6;261300000;0.0;16154000.0;56768800.0;89;918666.666666666;0;0.0;0;172289000.0;0;0;0
1;4519000;340000.0;0.0;5000000.0;24;276000.0;0;0.0;0;0.0;0;0;0
2;16941000;0.0;0.0;10939500.0;95;231000.0;0;0.0;0;16941000.0;0;0;0
1;13058000;0.0;0.0;15076000.0;72;458000.0;0;0.0;0;13058000.0;1;0;0
1;8165000;0.0;0.0;9931000.0;83;210000.0;0;0.0;0;8165000.0;0;0;0
2;96994000;0.0;0.0;57100000.0;54;1466500.0;0;0.0;0;96994000.0;1;0;0
2;47949000;0.0;0.0;27706500.0;74;698000.0;0;0.0;0;47949000.0;0;0;0
1;9581000;0.0;0.0;11000000.0;66;313000.0;0;0.0;0;9581000.0;1;0;0
1;4962000;0.0;0.0;5671000.0;40;141000.0;0;0.0;0;4962000.0;1;0;0
1;14325000;0.0;0.0;15900000.0;84;0.0;0;0.0;0;14325000.0;0;0;1
3;159381008;0.0;9250000.0;78500000.0;138;652000.0;0;0.0;0;0.0;1;0;0
1;34194000;0.0;0.0;0.0;6;0.0;0;0.0;0;0.0;0;0;1
1;6749000;0.0;2600000.0;0.0;3;107000.0;0;0.0;0;0.0;0;0;0
1;15176000;0.0;0.0;19000000.0;48;538000.0;0;0.0;0;15176000.0;0;0;1
2;63709000;1178000.0;0.0;39677000.0;91;622000.0;0;0.0;0;7890000.0;0;0;1
1;11440000;0.0;0.0;18160000.0;23;629000.0;0;0.0;0;11440000.0;1;0;0
1;6448000;0.0;0.0;11300000.0;29;923000.0;0;0.0;0;6448000.0;0;0;0
1;5537000;0.0;0.0;6000000.0;40;241000.0;0;0.0;0;5537000.0;0;0;1
1;52113000;0.0;0.0;46093000.0;360;337000.0;0;0.0;0;0.0;0;0;0
4;74031000;242000.0;0.0;19186250.0;51;379250.0;0;0.0;0;74031000.0;0;0;0
1;9064000;0.0;0.0;9900000.0;0;0.0;0;0.0;0;9064000.0;0;0;1
3;57951000;0.0;0.0;20159333.333333302;44;875666.6666666659;0;0.0;0;12949000.0;0;0;1
1;5344000;6157000.0;0.0;5000000.0;13;5344000.0;0;0.0;0;5344000.0;0;0;1
1;11344000;0.0;0.0;12075000.0;24;622000.0;0;0.0;0;11344000.0;1;0;0
1;6948000;0.0;0.0;0.0;30;248000.0;0;0.0;0;0.0;0;0;1
2;19728000;0.0;0.0;12762000.0;37;642000.0;0;0.0;0;0.0;1;0;0
1;5784000;0.0;0.0;10083000.0;0;199000.0;0;0.0;0;5784000.0;1;0;0
1;11041000;0.0;0.0;12000000.0;96;191000.0;0;0.0;0;11041000.0;0;0;1
2;15888000;0.0;21540000.0;10000000.0;60;2481500.0;0;0.0;0;4718000.0;1;0;0
2;40654000;0.0;0.0;20567000.0;99;324000.0;0;0.0;0;14767000.0;1;0;0
1;18822000;0.0;0.0;0.0;0;0.0;0;0.0;0;0.0;0;0;1
1;9036000;9036000.0;0.0;9036000.0;1;9036000.0;0;0.0;0;9036000.0;0;0;0
3;108750000;0.0;0.0;36072333.33333329;75;879333.333333333;0;0.0;0;108750000.0;1;0;0
1;20289000;21737000.0;0.0;25000000.0;1;21737000.0;0;0.0;0;20289000.0;0;0;0
2;15130000;4968000.0;0.0;8412500.0;44;301000.0;0;0.0;0;15130000.0;0;0;0
1;10051000;0.0;0.0;10000000.0;60;276000.0;0;0.0;0;10051000.0;1;0;0
2;19045000;0.0;0.0;9519500.0;66;325000.0;0;0.0;0;19045000.0;0;0;0
1;12756000;0.0;12600000.0;0.0;3;746000.0;0;0.0;0;0.0;1;0;0
1;12374000;11838000.0;0.0;12374000.0;1;12374000.0;0;0.0;0;12374000.0;0;0;0
2;19940000;0.0;0.0;10247500.0;50;235000.0;0;0.0;0;19940000.0;0;0;0
4;188655000;0.0;1875000.0;48250000.0;60;739750.0;0;0.0;0;4945000.0;0;0;1
2;11759000;9733000.0;0.0;5794500.0;12;2828500.0;0;0.0;0;0.0;0;0;0
1;21417000;0.0;0.0;0.0;0;0.0;0;0.0;0;0.0;1;0;0
1;48443000;0.0;0.0;0.0;23;364000.0;0;0.0;0;0.0;1;0;0
4;62040000;0.0;0.0;22467500.0;55;883750.0;0;0.0;0;9684000.0;0;0;0
1;6082000;0.0;0.0;6529000.0;72;317000.0;0;0.0;0;6082000.0;1;0;0
1;12841000;0.0;0.0;28000000.0;85;516000.0;0;0.0;0;0.0;1;0;0
2;52715000;144000.0;0.0;29028000.0;87;483500.0;0;0.0;0;52715000.0;0;0;0
1;5310000;0.0;0.0;70000000.0;26;1806000.0;0;0.0;0;0.0;0;0;1
1;7369000;0.0;0.0;8500000.0;106;191000.0;0;0.0;0;7369000.0;0;0;0
2;49210000;66092000.0;0.0;24605500.0;72;653000.0;0;0.0;0;12725000.0;0;0;0
3;22166000;0.0;5066666.66666666;3100000.0;36;1010666.66666666;0;0.0;0;0.0;1;0;0
11;5791003096;1608429952.0;0.0;835961274.90909;58;100060364.90909;0;0.0;0;921582976.0;0;0;0
1;16180000;21331000.0;0.0;9000000.0;11;16180000.0;0;0.0;0;16180000.0;0;0;0
1;5429000;5429000.0;2210000.0;0.0;3;5429000.0;0;0.0;0;0.0;0;0;1
2;70726000;0.0;0.0;40025000.0;120;597000.0;0;0.0;0;70726000.0;0;0;1
1;25095000;0.0;0.0;25463000.0;48;744000.0;0;0.0;0;25095000.0;1;0;0
1;17053000;0.0;0.0;20000000.0;48;653000.0;0;0.0;0;17053000.0;0;0;1
1;5450000;0.0;0.0;5450000.0;60;118000.0;0;0.0;0;5450000.0;0;0;0
2;30503000;0.0;0.0;20739000.0;82;377500.0;0;0.0;0;0.0;0;0;0
1;5135000;0.0;5300000.0;0.0;3;0.0;0;0.0;0;0.0;0;0;0
3;59508000;0.0;0.0;21240666.6666666;40;341000.0;0;0.0;0;59508000.0;0;0;1
2;24393000;5154000.0;0.0;13234000.0;33;163999.5;0;0.0;0;0.0;0;0;0
2;87854000;0.0;0.0;46585000.0;90;609000.0;0;0.0;0;87854000.0;0;0;0
3;31711000;0.0;0.0;14798333.3333333;32;280666.666666666;0;0.0;0;31711000.0;0;0;1
1;14248000;0.0;0.0;23400000.0;72;510000.0;0;0.0;0;14248000.0;0;0;0
1;5325000;0.0;0.0;6772000.0;46;147000.0;0;0.0;0;5325000.0;0;0;0
1;32097000;32097000.0;0.0;25118000.0;1;32097000.0;0;0.0;0;32097000.0;0;0;1
1;4681000;0.0;0.0;5000000.0;12;479000.0;0;0.0;0;4681000.0;1;0;0
1;6310000;0.0;0.0;6619000.0;12;687000.0;0;0.0;0;6310000.0;0;0;1
1;25446000;0.0;0.0;30000000.0;36;1117000.0;0;0.0;0;25446000.0;1;0;0
1;20000000;0.0;0.0;20000000.0;60;632000.0;0;0.0;0;20000000.0;0;0;1
2;43737000;1896000.0;0.0;6600000.0;42;180500.0;0;0.0;0;12556000.0;0;0;0
1;11504000;0.0;0.0;14900000.0;57;464000.0;0;0.0;0;11504000.0;1;0;0
1;9705000;0.0;0.0;10000000.0;36;575000.0;0;0.0;0;0.0;0;0;1
2;33919000;508000.0;0.0;16008000.0;25;878000.0;0;0.0;0;20241000.0;0;0;0
1;8863000;0.0;0.0;11500000.0;60;319000.0;0;0.0;0;8863000.0;0;0;1
1;6102000;0.0;0.0;0.0;14;27000.0;0;0.0;0;0.0;1;0;0
1;6017000;0.0;0.0;10000000.0;36;339000.0;0;0.0;0;6017000.0;0;0;1
1;27768000;0.0;0.0;42973000.0;180;498000.0;0;0.0;0;0.0;0;0;1
1;17640000;0.0;0.0;19456000.0;63;382000.0;0;0.0;0;0.0;0;0;0
1;9861000;0.0;0.0;10000000.0;72;229000.0;0;0.0;0;9861000.0;1;0;0
1;7842000;0.0;0.0;8000000.0;48;257000.0;0;0.0;0;7842000.0;1;0;0
2;14805000;0.0;0.0;11354500.0;45;298000.0;0;0.0;0;6966000.0;0;0;0
1;44461000;0.0;0.0;46770000.0;84;842000.0;0;0.0;0;0.0;0;0;1
1;8423000;1004000.0;0.0;8000000.0;60;237000.0;0;0.0;0;8423000.0;0;0;1
1;17183000;0.0;0.0;17157000.0;118;272000.0;0;0.0;0;17183000.0;1;0;0
1;19843000;19843000.0;0.0;8500000.0;60;141000.0;0;0.0;0;19843000.0;0;0;0
3;152364000;0.0;0.0;51609666.666666605;120;694333.333333333;0;0.0;0;72640000.0;1;0;0
2;9954000;0.0;2750000.0;2460500.0;60;326500.0;0;0.0;0;4575000.0;0;0;1
3;218619000;0.0;5650000.0;78330000.0;60;2336333.33333333;0;0.0;0;120738000.0;0;0;1
3;471323992;0.0;6666666.66666666;162133333.33333302;132;3565000.0;0;0.0;0;0.0;1;0;0
2;55433000;0.0;0.0;30114000.0;81;669000.0;0;0.0;0;55433000.0;1;0;0
1;5423000;825000.0;5000000.0;0.0;3;1113000.0;0;0.0;0;0.0;0;0;1
1;9624000;0.0;0.0;19982000.0;96;204000.0;0;0.0;0;0.0;0;0;1
1;16798000;0.0;0.0;18000000.0;36;818000.0;0;0.0;0;16798000.0;0;0;1
1;5730000;0.0;0.0;6131000.0;36;241000.0;0;0.0;0;5730000.0;0;0;1
1;9262000;0.0;0.0;10000000.0;36;428000.0;0;0.0;0;9262000.0;0;0;1
1;5337000;0.0;0.0;6000000.0;36;210000.0;0;0.0;0;5337000.0;0;0;1
1;40452000;0.0;0.0;59300000.0;240;459000.0;0;0.0;0;0.0;1;0;0
4;71425000;0.0;1650000.0;31375000.0;65;668000.0;0;0.0;0;0.0;1;0;0
1;30670000;0.0;0.0;32000000.0;109;447000.0;0;0.0;0;0.0;1;0;0
2;12480000;0.0;0.0;7036000.0;36;354500.0;0;0.0;0;0.0;0;0;0
1;7598000;0.0;7600000.0;0.0;3;244000.0;0;0.0;0;0.0;0;0;1
3;53671000;17745000.0;4154000.0;18309000.0;140;6225000.0;0;0.0;0;0.0;0;0;0
2;19541000;0.0;0.0;10260500.0;72;239500.0;0;0.0;0;19541000.0;1;0;0
1;4751000;4751000.0;0.0;8599000.0;1;4751000.0;0;0.0;0;4751000.0;0;0;0
2;16731000;0.0;0.0;11600500.0;48;331000.0;0;0.0;0;6833000.0;0;0;0
2;46371000;0.0;0.0;26060500.0;66;535500.0;0;0.0;0;46371000.0;0;0;0
1;25976000;0.0;0.0;73131000.0;107;2252000.0;0;0.0;0;25976000.0;0;0;1
2;43490000;0.0;0.0;23210000.0;72;579000.0;0;0.0;0;43490000.0;0;0;0
4;104620000;0.0;0.0;30522500.0;90;632250.0;0;0.0;0;84213000.0;0;0;0
1;19607000;0.0;0.0;20000000.0;84;400000.0;0;0.0;0;19607000.0;1;0;0
1;5379000;0.0;0.0;6736000.0;36;346000.0;0;0.0;0;0.0;0;0;0
1;41380000;0.0;0.0;0.0;0;0.0;0;0.0;0;0.0;0;0;1
1;8481000;0.0;0.0;0.0;0;0.0;0;0.0;0;0.0;0;0;0
2;80832000;0.0;0.0;52500000.0;42;1807500.0;0;0.0;0;80832000.0;0;0;1
4;88075000;0.0;5650000.0;28018000.0;62;539000.0;0;0.0;0;19180000.0;0;0;0
6;332174000;8046000.0;5050000.0;86789000.0;93;1175333.33333333;0;0.0;0;28096000.0;0;0;0
6;90635000;0.0;1300000.0;14852666.6666666;68;352500.0;0;0.0;0;73320000.0;0;0;1
2;11008000;0.0;0.0;6760000.0;42;203500.0;0;0.0;0;4524000.0;0;0;0
1;4997000;582000.0;0.0;4880000.0;36;203000.0;0;0.0;0;4997000.0;0;0;1
2;12247000;4560000.0;0.0;6193000.0;52;208500.0;0;0.0;0;12247000.0;0;0;0
1;4772000;1057000.0;0.0;3150000.0;46;124000.0;0;0.0;0;4772000.0;0;0;1
1;16837000;2688000.0;0.0;36000000.0;36;1195000.0;0;0.0;0;16837000.0;0;0;1
1;4729000;0.0;0.0;5000000.0;72;116000.0;0;0.0;0;4729000.0;0;0;0
1;20260000;0.0;0.0;22200000.0;123;372000.0;0;0.0;0;20260000.0;0;0;0
1;28108000;0.0;0.0;30000000.0;72;578000.0;0;0.0;0;0.0;1;0;0
3;60029000;0.0;10733333.3333333;14641000.0;72;663333.333333333;0;0.0;0;40790000.0;1;0;0
1;10831000;0.0;0.0;10977000.0;72;283000.0;0;0.0;0;0.0;1;0;0
1;42496000;0.0;0.0;70000000.0;60;2004000.0;0;0.0;0;0.0;0;0;0
1;5291000;0.0;0.0;7248000.0;3;3599000.0;0;0.0;0;0.0;1;0;0
3;66992000;0.0;5000000.0;31000000.0;51;542333.333333333;0;0.0;0;7067000.0;0;0;0
1;9017000;421000.0;0.0;9100000.0;72;215000.0;0;0.0;0;9017000.0;0;0;0
6;113239000;0.0;1150000.0;19539000.0;30;875000.0;0;0.0;0;58774000.0;0;0;0
1;9886000;0.0;0.0;0.0;0;0.0;0;0.0;0;0.0;0;0;1
1;8795000;0.0;0.0;10000000.0;60;295000.0;0;0.0;0;8795000.0;1;0;0
2;36485000;0.0;4900000.0;13319500.0;96;564500.0;0;0.0;0;0.0;1;0;0
1;4854000;0.0;5400000.0;0.0;3;211000.0;0;0.0;0;0.0;0;0;0
1;5660000;0.0;0.0;6996000.0;72;143000.0;0;0.0;0;5660000.0;1;0;0
1;6679000;0.0;6600000.0;0.0;3;315000.0;0;0.0;0;0.0;0;0;0
1;21034000;0.0;0.0;22138000.0;66;333000.0;0;0.0;0;0.0;0;0;0
2;17654000;0.0;0.0;14535000.0;133;211500.0;0;0.0;0;7306000.0;0;0;1
1;7110000;0.0;0.0;10651000.0;393;27000.0;0;0.0;0;7110000.0;0;0;1
4;95298000;0.0;1400000.0;23380250.0;89;585750.0;0;0.0;0;58267000.0;0;0;1
2;24559000;0.0;0.0;13101000.0;30;857000.0;0;0.0;0;0.0;1;0;0
1;6784000;0.0;0.0;6500000.0;60;203000.0;0;0.0;0;6784000.0;0;0;1
1;15790000;0.0;0.0;16000000.0;72;430000.0;0;0.0;0;15790000.0;1;0;0
2;25139000;1489000.0;0.0;15367000.0;70;354000.0;0;0.0;0;25139000.0;0;0;0
2;18171000;0.0;0.0;9111500.0;72;196500.0;0;0.0;0;18171000.0;1;0;0
2;49777000;0.0;0.0;26596000.0;82;574500.0;0;0.0;0;42600000.0;0;0;1
1;7115000;0.0;0.0;11455000.0;37;295000.0;0;0.0;0;0.0;0;0;0
2;16428000;0.0;0.0;9089000.0;78;432000.0;0;0.0;0;16428000.0;0;0;0
1;11700000;0.0;0.0;0.0;11;278000.0;0;0.0;0;0.0;1;0;0
1;15105000;0.0;0.0;15462000.0;60;363000.0;0;0.0;0;15105000.0;0;0;1
1;5504000;5504000.0;0.0;0.0;3;5504000.0;0;0.0;0;0.0;0;0;0
1;5369000;0.0;0.0;5000000.0;36;213000.0;0;0.0;0;5369000.0;0;0;1
1;14620000;0.0;0.0;17300000.0;60;383000.0;0;0.0;0;0.0;1;0;0
2;10905000;0.0;0.0;7000000.0;54;247000.0;0;0.0;0;10905000.0;1;0;0
1;4770000;1182000.0;0.0;5240000.0;36;291000.0;0;0.0;0;0.0;0;0;0
1;6053000;0.0;0.0;6720000.0;72;336000.0;0;0.0;0;6053000.0;0;0;0
1;5470000;0.0;0.0;6221000.0;48;180000.0;0;0.0;0;5470000.0;0;0;1
1;141170000;0.0;0.0;141170000.0;109;1105000.0;0;0.0;0;141170000.0;0;0;0
2;89329000;22318000.0;0.0;51750000.0;90;963500.0;0;0.0;0;0.0;0;0;0
3;586991016;0.0;0.0;189825344.0;102;1890333.33333333;0;0.0;0;14713000.0;0;0;0
1;4904000;1964000.0;0.0;7644000.0;44;147000.0;0;0.0;0;4904000.0;0;0;1
1;19561000;0.0;0.0;20000000.0;60;634000.0;0;0.0;0;19561000.0;0;0;1
2;42103000;0.0;0.0;2500000.0;18;69000.0;0;0.0;0;4660000.0;1;0;0
1;40736000;0.0;0.0;41000000.0;60;909000.0;0;0.0;0;0.0;1;0;0
1;6053000;0.0;0.0;6000000.0;60;176000.0;0;0.0;0;6053000.0;1;0;0
1;16430000;0.0;0.0;25486000.0;33;1061000.0;0;0.0;0;16430000.0;1;0;0
1;52539000;6028000.0;0.0;60807000.0;96;1051000.0;0;0.0;0;0.0;0;0;0
2;64996000;0.0;0.0;33139500.0;78;507500.0;0;0.0;0;5496000.0;0;0;0
2;14608000;0.0;0.0;7500000.0;48;226500.0;0;0.0;0;14608000.0;0;0;1
1;7497000;0.0;0.0;10509000.0;48;205000.0;0;0.0;0;7497000.0;1;0;0
1;4541000;0.0;0.0;4500000.0;36;188000.0;0;0.0;0;4541000.0;0;0;0
2;29103000;0.0;0.0;15166000.0;140;294000.0;0;0.0;0;0.0;0;0;1
3;23680000;0.0;0.0;8950000.0;57;250333.333333333;0;0.0;0;23680000.0;1;0;0
1;4521000;0.0;0.0;7500000.0;60;155000.0;0;0.0;0;0.0;1;0;0
1;15014000;0.0;0.0;28500000.0;120;400000.0;0;0.0;0;0.0;1;0;0
1;6150000;0.0;0.0;6043000.0;48;206000.0;0;0.0;0;6150000.0;1;0;0
4;22118000;0.0;6200000.0;5549000.0;51;169000.0;0;0.0;0;16040000.0;0;0;0
2;27354000;0.0;0.0;16195500.0;114;334000.0;0;0.0;0;11303000.0;0;0;1
1;5385000;6143000.0;0.0;4300000.0;11;5385000.0;0;0.0;0;5385000.0;0;0;1
1;9006000;0.0;0.0;10200000.0;36;489000.0;0;0.0;0;0.0;1;0;0
1;8112000;6507000.0;0.0;8112000.0;63;236000.0;0;0.0;0;8112000.0;0;0;0
1;75000000;0.0;0.0;75000000.0;109;1047000.0;0;0.0;0;0.0;1;0;0
1;13231000;0.0;0.0;13300000.0;96;311000.0;0;0.0;0;13231000.0;0;0;1
1;5828000;1270000.0;0.0;14500000.0;85;249000.0;0;0.0;0;5828000.0;0;0;0
1;21885000;21885000.0;0.0;20000000.0;1;21885000.0;0;0.0;0;21885000.0;0;0;0
1;51383000;51383000.0;0.0;12551000.0;1;12692000.0;0;0.0;0;51383000.0;0;0;0
1;11009000;7003000.0;0.0;26228000.0;51;718000.0;0;0.0;0;11009000.0;0;0;1
2;131664000;129555000.0;5550000.0;70000000.0;112;3069500.0;0;0.0;0;124043000.0;0;0;1
1;12291000;911000.0;0.0;13223000.0;0;1231000.0;0;0.0;0;12291000.0;0;0;0
1;18705000;0.0;0.0;0.0;0;0.0;0;0.0;0;0.0;0;0;1
1;13442000;0.0;0.0;17000000.0;60;382000.0;0;0.0;0;13442000.0;0;0;1
1;15273000;0.0;0.0;17800000.0;277;302000.0;0;0.0;0;0.0;0;0;0
1;7819000;0.0;0.0;7948000.0;48;245000.0;0;0.0;0;7819000.0;0;0;0
1;4988000;0.0;0.0;5000000.0;60;124000.0;0;0.0;0;4988000.0;1;0;0
1;68708000;0.0;0.0;70000000.0;240;705000.0;0;0.0;0;0.0;0;0;1
1;5356000;0.0;0.0;5909000.0;63;186000.0;0;0.0;0;5356000.0;0;0;1
2;69993000;5124000.0;0.0;34804500.0;66;3162500.0;0;0.0;0;69993000.0;0;0;1
1;4652000;0.0;6700000.0;0.0;3;464000.0;0;0.0;0;0.0;0;0;1
1;21749000;8800000.0;0.0;21360000.0;84;550000.0;0;0.0;0;0.0;0;0;0
1;13355000;0.0;0.0;13200000.0;59;373000.0;0;0.0;0;13355000.0;0;0;0
1;7009000;0.0;0.0;7200000.0;24;492000.0;0;0.0;0;0.0;1;0;0
1;5818000;0.0;0.0;7728000.0;36;516000.0;0;0.0;0;0.0;0;0;0
2;16675000;0.0;0.0;9443500.0;48;291000.0;0;0.0;0;16675000.0;1;0;0
1;4509000;0.0;0.0;5500000.0;60;0.0;0;0.0;0;4509000.0;1;0;0
1;5707000;0.0;5900000.0;0.0;3;318000.0;0;0.0;0;0.0;0;0;0
1;8306000;10157000.0;0.0;6100000.0;16;8306000.0;0;0.0;0;8306000.0;0;0;1
1;19211000;19211000.0;0.0;19211000.0;1;19211000.0;0;0.0;0;19211000.0;0;0;1
3;22621000;27536000.0;0.0;7366666.66666666;1;7540333.33333333;0;0.0;0;22621000.0;0;0;1
2;16864000;0.0;9000000.0;3000000.0;60;416000.0;0;0.0;0;4588000.0;0;0;1
1;9158000;0.0;0.0;11700000.0;24;597000.0;0;0.0;0;9158000.0;1;0;0
2;30346000;0.0;0.0;19083500.0;108;113000.0;0;0.0;0;30346000.0;1;0;0
1;15389000;0.0;0.0;0.0;0;0.0;0;0.0;0;0.0;1;0;0
1;42567000;0.0;0.0;53000000.0;109;952000.0;0;0.0;0;42567000.0;0;0;1
4;46991000;0.0;5500000.0;18995000.0;66;910750.0;0;0.0;0;37055000.0;0;0;0
6;128411000;0.0;9097666.66666666;26498166.6666666;56;407666.666666666;0;0.0;0;54883000.0;0;0;1
2;15925000;0.0;0.0;2755999.5;15;91500.0;0;0.0;0;4677000.0;0;0;0
1;5920000;0.0;0.0;5795000.0;72;241000.0;0;0.0;0;5920000.0;0;0;0
2;15965000;19290000.0;0.0;2964500.0;30;5798500.0;0;0.0;0;15965000.0;0;0;0
1;22579000;0.0;0.0;19660000.0;157;338000.0;0;0.0;0;22579000.0;0;0;0
6;128034000;95884000.0;0.0;23289500.0;20;16088833.3333333;0;0.0;0;95884000.0;0;0;0
2;49861000;0.0;0.0;27500000.0;28;2423000.0;0;0.0;0;26250000.0;0;0;1
1;8478000;0.0;0.0;8640000.0;144;200000.0;0;0.0;0;0.0;0;0;0
3;33311000;0.0;10333333.3333333;3666666.66666666;48;392666.666666666;0;0.0;0;5165000.0;0;0;1
2;48626000;1458000.0;0.0;23746500.0;158;237500.0;0;0.0;0;6796000.0;0;0;0
1;10386000;0.0;0.0;11033000.0;72;397000.0;0;0.0;0;10386000.0;0;0;1
4;69099000;0.0;0.0;18078000.0;60;372750.0;0;0.0;0;26451000.0;0;0;1
2;24559000;0.0;0.0;13101000.0;30;857000.0;0;0.0;0;0.0;1;0;0
1;10870000;0.0;0.0;0.0;19;128000.0;0;0.0;0;0.0;0;0;0
1;58806000;58806000.0;0.0;27500000.0;72;58806000.0;0;0.0;0;0.0;0;0;0
1;7586000;0.0;0.0;7637000.0;108;167000.0;0;0.0;0;7586000.0;1;0;0
4;82372000;0.0;3050000.0;17705500.0;72;598500.0;0;0.0;0;68714000.0;0;0;0
2;15843000;6922000.0;0.0;7300000.0;30;4141500.0;0;0.0;0;15843000.0;0;0;0
1;4700000;0.0;0.0;5427000.0;72;192000.0;0;0.0;0;4700000.0;0;0;0
1;22683000;0.0;0.0;30658000.0;39;795000.0;0;0.0;0;22683000.0;1;0;0
1;5292000;387000.0;0.0;5597000.0;48;186000.0;0;0.0;0;5292000.0;0;0;0
1;60438000;0.0;0.0;60900000.0;84;1300000.0;0;0.0;0;60438000.0;1;0;0
1;6392000;25765000.0;0.0;6392000.0;1;25765000.0;0;0.0;0;6392000.0;0;0;0
1;18673000;1112000.0;0.0;25763000.0;71;528000.0;0;0.0;0;18673000.0;0;0;0
2;74143000;43273000.0;0.0;38014500.0;87;661500.0;0;0.0;0;43273000.0;0;0;0
1;13496000;0.0;0.0;15600000.0;60;412000.0;0;0.0;0;13496000.0;1;0;0
2;28362000;0.0;5200000.0;10000000.0;60;248500.0;0;0.0;0;18516000.0;0;0;0
2;15724000;0.0;0.0;2999999.5;12;200000.0;0;0.0;0;0.0;0;0;0
3;52587000;0.0;0.0;19236000.0;40;477000.0;0;0.0;0;52587000.0;0;0;1
1;13173000;0.0;0.0;14705000.0;48;306000.0;0;0.0;0;0.0;1;0;0
1;5818000;0.0;0.0;7000000.0;18;550000.0;0;0.0;0;5818000.0;1;0;0
1;5975000;0.0;0.0;6000000.0;36;234000.0;0;0.0;0;5975000.0;1;0;0
1;32982000;0.0;0.0;36990000.0;84;872000.0;0;0.0;0;32982000.0;1;0;0
1;4607000;0.0;5000000.0;0.0;3;0.0;0;0.0;0;0.0;0;0;0
1;9923000;0.0;0.0;20843000.0;42;618000.0;0;0.0;0;0.0;0;0;1
1;10827000;0.0;0.0;11143000.0;70;290000.0;0;0.0;0;10827000.0;0;0;0
1;22013000;0.0;0.0;25000000.0;36;889000.0;0;0.0;0;22013000.0;0;0;1
1;4885000;0.0;0.0;8000000.0;36;286000.0;0;0.0;0;4885000.0;1;0;0
3;33593000;6444000.0;1666666.66666666;15402000.0;88;2487333.33333333;0;0.0;0;28581000.0;0;0;0
2;47545000;0.0;0.0;30374000.0;142;542000.0;0;0.0;0;39504000.0;0;0;1
1;7948000;0.0;0.0;9867000.0;36;274000.0;0;0.0;0;0.0;1;0;0
1;4630000;0.0;4900000.0;0.0;3;487000.0;0;0.0;0;0.0;0;0;1
1;7176000;7176000.0;0.0;4441000.0;1;7176000.0;0;0.0;0;7176000.0;0;0;1
1;15610000;998000.0;0.0;15610000.0;51;377000.0;0;0.0;0;15610000.0;0;0;1
1;4572000;4572000.0;0.0;0.0;10;457000.0;0;0.0;0;4572000.0;0;0;1
1;5192000;0.0;0.0;6000000.0;36;245000.0;0;0.0;0;5192000.0;0;0;1
1;4975000;0.0;0.0;5600000.0;42;206000.0;0;0.0;0;4975000.0;0;0;0
1;11157000;0.0;0.0;10300000.0;60;317000.0;0;0.0;0;11157000.0;1;0;0
3;54999000;0.0;1770000.0;17112000.0;74;324000.0;0;0.0;0;4861000.0;1;0;0
4;71143000;0.0;0.0;20609250.0;54;592250.0;0;0.0;0;50106000.0;1;0;0
